,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
38,31/03/2015,"10,26","0,38","0,31","3,98","0,19","R$ 16,19 B","3,23%"
39,31/12/2014,"10,21","0,44","0,34","5,57","0,23","R$ 16,95 B","3,00%"
40,30/09/2014,"11,30","0,52","0,39","5,79","0,27","R$ 18,53 B","3,34%"
41,30/06/2014,"10,39","0,62","0,45","4,67","0,32","R$ 21,56 B","3,04%"
42,31/03/2014,"11,03","0,67","0,49","5,32","0,35","R$ 23,27 B","2,38%"
43,31/12/2013,"13,07","0,68","0,52","5,05","0,36","R$ 23,94 B","1,91%"
44,30/09/2013,"20,19","0,87","0,66","5,82","0,45","R$ 28,77 B","1,21%"
45,30/06/2013,"21,33","0,79","0,60","5,86","0,41","R$ 24,97 B","1,52%"
46,31/03/2013,"19,22","0,86","0,61","5,79","0,45","R$ 25,05 B","1,78%"
47,31/12/2012,"17,03","0,89","0,64","5,59","0,46","R$ 26,60 B","2,12%"
48,30/09/2012,"14,65","0,93","0,67","5,64","0,47","R$ 29,07 B","2,37%"
49,30/06/2012,"12,53","0,96","0,69","7,28","0,48","R$ 29,58 B","2,34%"
50,31/03/2012,"12,56","0,99","0,69","15,47","0,50","R$ 28,22 B","2,41%"
51,31/12/2011,"12,23","0,98","0,69","14,35","0,49","R$ 28,06 B","2,31%"
52,30/09/2011,"11,41","0,88","0,65","17,52","0,45","R$ 24,69 B","2,57%"
53,30/06/2011,"10,22","0,78","0,54","7,46","0,40","R$ 20,00 B","3,62%"
54,31/03/2011,"10,91","1,15","0,68","5,18","0,52","R$ 24,52 B","3,01%"
55,31/12/2010,"12,38","1,36","0,85","6,41","0,62","R$ 31,85 B","2,17%"
56,30/09/2010,"9,74","1,29","0,82","5,45","0,57","R$ 29,08 B","3,00%"
57,30/06/2010,"11,14","1,45","0,99","6,10","0,61","R$ 34,99 B","1,90%"
58,31/03/2010,"18,71","1,51","1,08","5,42","0,63","R$ 35,08 B","1,27%"
59,31/12/2009,"25,59","1,55","1,08","4,52","0,64","R$ 34,38 B","1,47%"
60,30/09/2009,"74,12","1,83","0,00","27,37","1,39","R$ 36,70 B","1,04%"
61,30/06/2009,"43,18","1,46","0,00","10,73","1,09","R$ 28,97 B","3,44%"
62,31/03/2009,"8,74","1,08","0,00","-69.568,15","0,80","R$ 22,72 B","5,79%"
63,31/12/2008,"5,64","0,90","0,00","-185,60","0,67","R$ 19,09 B","7,84%"
64,30/09/2008,"6,18","0,97","0,00",NA,"0,85","R$ 18,88 B","7,52%"
65,30/06/2008,"13,13","2,40","0,00",NA,"2,08","R$ 42,79 B","2,59%"
66,31/03/2008,"16,26","3,26","0,00",NA,"2,61","R$ 46,29 B","2,14%"
67,31/12/2007,"11,67","2,34","0,00",NA,"1,84","R$ 30,56 B","3,30%"
68,30/09/2007,"11,07","2,50","0,00",NA,"2,07","R$ 33,03 B","3,10%"
69,30/06/2007,"9,71","2,41","1,06",NA,"0,96","R$ 30,39 B","3,48%"
70,31/03/2007,"8,07","2,19","0,96",NA,"0,85","R$ 26,41 B","3,86%"
71,31/12/2006,"7,06","2,04","0,86",NA,"0,76","R$ 22,84 B","4,43%"
72,30/09/2006,"6,61","1,92","0,83",NA,"0,72","R$ 20,98 B","4,38%"
73,30/06/2006,"6,65","2,02","0,87",NA,"0,76","R$ 21,57 B","4,27%"
74,31/03/2006,"4,46","1,41","0,59",NA,"0,53","R$ 14,60 B","4,33%"
75,31/12/2005,"6,19","2,14","0,81",NA,"0,79","R$ 20,07 B","4,65%"
76,30/09/2005,"4,03","1,44","0,53",NA,"0,54","R$ 13,12 B","6,22%"
77,30/06/2005,"2,93","1,26","0,43",NA,"0,49","R$ 10,83 B","8,42%"
78,31/03/2005,"2,01","0,93","0,30",NA,"0,33","R$ 7,01 B","6,09%"
79,31/12/2004,"4,34","2,02","0,63",NA,"0,66","R$ 14,29 B","5,45%"
80,30/09/2004,"4,44","2,01","0,65",NA,"0,70","R$ 12,77 B","4,58%"
81,30/06/2004,"6,19","2,28","0,68",NA,"0,69","R$ 12,91 B","2,86%"
82,31/03/2004,"5,83","1,69","0,52",NA,"0,49","R$ 8,47 B","2,51%"
83,31/12/2003,"6,20","1,71","0,53",NA,"0,49","R$ 8,94 B","4,99%"
84,30/09/2003,"5,97","1,33","0,41",NA,"0,35","R$ 5,88 B","7,57%"
85,30/06/2003,"4,27","1,11","0,34",NA,"0,28","R$ 4,67 B","7,70%"
86,31/03/2003,"3,53","0,95","0,30",NA,"0,22","R$ 3,80 B","7.931,86%"
87,31/12/2002,"3,65","0,89","0,32",NA,"0,20","R$ 3,37 B","9.119,37%"
88,30/09/2002,"3,38","0,74","0,31",NA,"0,18","R$ 2,90 B","7.830,19%"
89,30/06/2002,"5,30","0,97","0,43",NA,"0,27","R$ 3,19 B","8.232,00%"
90,31/03/2002,"5,87","1,02","0,46",NA,"0,29","R$ 3,28 B","5.432,00%"
91,31/12/2001,"5,13","0,89","0,40",NA,"0,24","R$ 2,75 B","6.469,75%"
92,30/09/2001,"3,53","0,59","0,27",NA,"0,20","R$ 1,77 B","2.842,86%"
93,30/06/2001,"4,44","0,71","0,33",NA,"0,24","R$ 1,84 B","0,00%"
94,31/03/2001,"4,81","0,74","0,64",NA,"0,40","R$ 2,05 B","0,00%"
95,31/12/2000,"4,48","0,74","0,34",NA,"0,25","R$ 1,96 B","0,00%"
96,30/09/2000,"4,48","0,74","0,64",NA,"0,39","R$ 2,10 B","0,00%"
97,30/06/2000,"4,37","0,76","0,68",NA,"0,41","R$ 2,10 B","0,00%"
98,31/03/2000,"2,38","0,39","0,36",NA,"0,21","R$ 1,05 B","0,00%"
