,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
63,31/12/2008,"6,36","2,87","0,82","6,60","0,81","R$ 3,33 B","8,25%"
64,30/09/2008,"6,67","2,92","0,91",NA,"0,93","R$ 3,52 B","7,89%"
65,30/06/2008,"10,72","5,09","1,46",NA,"1,46","R$ 5,21 B","7,12%"
66,31/03/2008,"10,55","5,67","1,50",NA,"1,53","R$ 5,09 B","7,29%"
67,31/12/2007,"10,28","4,23","1,42",NA,"1,45","R$ 4,65 B","7,18%"
68,30/09/2007,"1.152,99","484,62","160,59",NA,"163,06","R$ 509,99 B","9,96%"
69,30/06/2007,"10,99","4,57","1,53",NA,"1,56","R$ 4,76 B","8.732,93%"
70,31/03/2007,"11,76","4,25","1,60",NA,"1,63","R$ 4,97 B","8.421,96%"
71,31/12/2006,"9,36","3,81","1,35",NA,"1,36","R$ 4,08 B","8.076,38%"
72,30/09/2006,"7,50","2,75","1,08",NA,"1,10","R$ 3,21 B","6.353,37%"
73,30/06/2006,"7,97","2,79","1,11",NA,"1,12","R$ 3,13 B","9.681,48%"
74,31/03/2006,"8,52","3,15","1,19",NA,"1,19","R$ 3,16 B","9.495,30%"
75,31/12/2005,"9,76","3,54","1,24",NA,"1,21","R$ 3,22 B","9.495,30%"
76,30/09/2005,"10,61","3,11","1,28",NA,"1,32","R$ 3,18 B","9.495,30%"
77,30/06/2005,"11,07","2,91","1,32",NA,"1,40","R$ 3,18 B","9.495,30%"
78,31/03/2005,"9,96","2,62","1,14",NA,"1,15","R$ 2,75 B","5.698,77%"
79,31/12/2004,"10,90","2,79","1,19",NA,"1,17","R$ 2,84 B","5.698,77%"
80,30/09/2004,"9,91","2,17","1,05",NA,"0,99","R$ 2,30 B","1.100,16%"
81,30/06/2004,"12,30","2,28","1,13",NA,"1,02","R$ 2,31 B","1.100,16%"
82,31/03/2004,"18,53","2,39","1,13",NA,"1,01","R$ 2,18 B","1.100,16%"
83,31/12/2003,"21,89","2,48","1,16",NA,"1,01","R$ 2,29 B","1.100,16%"
84,30/09/2003,"7,55","1,15","0,57",NA,"0,45","R$ 1,13 B","2.517,44%"
85,30/06/2003,"11,74","1,25","0,70",NA,"0,52","R$ 1,08 B","2.517,44%"
86,31/03/2003,"8,89","1,14","0,73",NA,"0,45","R$ 960,02 M","2.517,44%"
87,31/12/2002,"9,56","1,16","0,81",NA,"0,47","R$ 921,67 M","2.517,44%"
88,30/09/2002,"15,19","1,23","0,89",NA,"0,53","R$ 956,63 M","2.517,44%"
89,30/06/2002,"10,97","0,98","0,79",NA,"0,48","R$ 773,27 M","1.887,75%"
90,31/03/2002,"13,07","1,00","0,86",NA,"0,50","R$ 857,96 M","1.860,78%"
91,31/12/2001,"16,78","1,30","1,24",NA,"0,63","R$ 1,06 B","957,41%"
92,30/06/2001,"36,42","1,26","1,62",NA,"0,77","R$ 1,20 B","957,41%"
93,31/03/2001,"41,53","2,11","3,00",NA,"1,34","R$ 1,81 B","574,38%"
94,31/12/2000,"39,72","2,14","3,36",NA,"1,36","R$ 1,81 B","574,38%"
95,30/09/2000,"-109,13","2,12","3,80",NA,"1,44","R$ 1,81 B","574,38%"
96,30/06/2000,"-40,50","2,14","4,30",NA,"1,49","R$ 1,81 B","574,38%"
97,31/03/2000,"-23,83","6,15","4,78",NA,"2,84","R$ 1,81 B","574,38%"
