,data,retorno_sem_patrimonio,retorno_sem_ativo,margem_bruta,margem_liquida,giro_inicial,alavancagem_financeira,patrimonio_liquido
36,30/06/2015,"12,26%","4,51%","16,61%","3,39%","1,33","2,91","1,91"
37,31/03/2015,"10,22%","3,59%","15,31%","3,05%","1,18","2,98","1,98"
38,31/12/2014,"6,90%","2,48%","14,05%","2,08%","1,19","2,93","1,93"
39,30/09/2014,"7,25%","2,56%","14,19%","2,23%","1,15","2,88","1,88"
40,30/06/2014,"7,80%","2,75%","14,16%","2,44%","1,13","2,72","1,72"
41,31/03/2014,"6,72%","2,41%","13,91%","2,19%","1,10","2,84","1,84"
42,31/12/2013,"5,65%","2,11%","13,26%","1,89%","1,12","2,78","1,78"
43,30/09/2013,"3,20%","1,15%","12,69%","1,12%","1,03","2,83","1,83"
44,30/06/2013,"2,74%","1,01%","12,73%","1,00%","1,01","2,84","1,84"
45,31/03/2013,"0,72%","0,26%","12,22%","0,27%","0,98","2,79","1,79"
46,31/12/2012,"-3,50%","-1,33%","11,55%","-1,35%","0,98","2,67","1,67"
47,30/09/2012,"-2,15%","-0,79%","11,49%","-0,84%","0,94","2,78","1,78"
48,30/06/2012,"-3,59%","-1,36%","10,98%","-1,43%","0,96","2,72","1,72"
49,31/03/2012,"-5,55%","-2,14%","10,75%","-2,31%","0,93","2,74","1,74"
50,31/12/2011,"-5,53%","-2,18%","11,26%","-2,32%","0,94","2,64","1,64"
51,30/09/2011,"-5,20%","-2,17%","11,24%","-2,24%","0,97","2,72","1,72"
52,30/06/2011,"-8,08%","-3,13%","12,09%","-2,65%","1,18","2,63","1,63"
53,31/03/2011,"-3,79%","-1,56%","12,54%","-1,28%","1,22","2,59","1,59"
54,31/12/2010,"-0,38%","-0,16%","12,66%","-0,13%","1,24","2,53","1,53"
55,30/09/2010,"1,98%","0,82%","13,49%","0,68%","1,20","2,39","1,39"
56,30/06/2010,"6,22%","2,47%","14,28%","2,13%","1,16","2,59","1,59"
57,31/03/2010,"10,96%","3,97%","14,79%","3,97%","1,00","2,43","1,43"
58,31/12/2009,"9,63%","3,71%","14,65%","3,62%","1,02","2,43","1,43"
59,30/09/2009,"7,80%","3,13%","14,09%","2,85%","1,10","2,42","1,42"
60,30/06/2009,"8,81%","3,92%","15,07%","3,08%","1,27","2,52","1,52"
61,31/03/2009,"3,54%","1,78%","15,98%","1,29%","1,38","2,76","1,76"
62,31/12/2008,"5,44%","2,74%","16,74%","1,92%","1,42","2,60","1,60"
63,30/09/2008,NA,NA,"18,35%","3,23%",NA,"2,49","1,49"
64,30/06/2008,NA,NA,"18,70%","3,77%",NA,"2,25","1,25"
65,31/03/2008,NA,NA,NA,NA,NA,"1,98","0,98"
66,31/12/2007,NA,NA,NA,NA,NA,"1,99","0,99"
67,30/09/2007,"26,95%","12,91%","23,17%","7,05%","1,83","2,09","1,09"
68,30/06/2007,"27,23%","13,39%","23,53%","7,04%","1,90","1,97","0,97"
69,31/03/2007,"25,95%","11,98%","23,68%","6,97%","1,72","1,88","0,88"
70,31/12/2006,"20,32%","9,87%","22,75%","5,70%","1,73",NA,NA
71,30/09/2006,"9,48%","4,62%","20,78%","2,98%","1,55","2,09","1,09"
72,30/06/2006,"0,91%","0,48%","18,96%","0,32%","1,47","2,03","1,03"
73,31/03/2006,"-1,04%","-0,50%","17,27%","-0,40%","1,24","2,17","1,17"
74,31/12/2005,"-3,56%","-1,63%","16,25%","-1,44%","1,13","2,06","1,06"
75,30/09/2005,"-2,74%","-1,38%","16,29%","-1,15%","1,20","2,05","1,05"
76,30/06/2005,"0,32%","0,16%","17,24%","0,14%","1,12","1,92","0,92"
77,31/03/2005,"3,02%","1,46%","19,76%","1,31%","1,11","2,09","1,09"
78,31/12/2004,"3,22%","1,63%","19,94%","1,39%","1,18","2,19","1,19"
79,30/09/2004,"-0,29%","-0,15%","19,46%","-0,13%","1,12","1,99","0,99"
80,30/06/2004,"-3,09%","-1,54%","18,16%","-1,45%","1,06","2,07","1,07"
81,31/03/2004,"-4,81%","-2,32%","16,27%","-2,48%","0,94","2,08","1,08"
82,31/12/2003,"-1,06%","-0,52%","17,06%","-0,54%","0,97","1,97","0,97"
83,30/09/2003,"0,38%","0,19%","17,17%","0,21%","0,92","1,97","0,97"
84,30/06/2003,"-11,97%","-6,78%","15,07%","-7,94%","0,85","2,01","1,01"
85,31/03/2003,"-16,58%","-9,49%","15,15%","-11,18%","0,85","2,07","1,07"
86,31/12/2002,"-19,87%","-11,34%","14,26%","-13,42%","0,85","2,03","1,03"
87,30/09/2002,"-17,99%","-8,48%","15,50%","-9,36%","0,91","1,99","0,99"
88,30/06/2002,NA,NA,"18,54%","-3,05%",NA,"1,77","0,77"
89,31/03/2002,"11,97%","6,26%","27,08%","8,12%","0,77","1,75","0,75"
90,31/12/2001,"16,32%","8,75%","30,55%","9,98%","0,88","1,75","0,75"
91,31/03/2001,"12,23%","6,50%","29,72%","6,88%","0,94","1,91","0,91"
92,31/12/2000,"17,06%","8,81%","30,48%","8,96%","0,98","1,87","0,87"
93,30/09/2000,"20,38%","10,14%","31,37%","10,99%","0,92","1,85","0,85"
94,30/06/2000,"18,79%","9,54%","32,77%","10,19%","0,94","1,86","0,86"
95,31/03/2000,"16,11%","7,59%","32,57%","8,58%","0,89","1,88","0,88"
