,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
73,30/06/2006,"7,31","0,83","2,69",NA,"0,68","R$ 3,73 B","10.162,71%"
74,31/03/2006,"6,88","0,82","2,64",NA,"0,65","R$ 3,47 B","10.454,83%"
75,31/12/2005,"8,60","1,05","3,34",NA,"0,81","R$ 4,21 B","5.942,68%"
76,30/09/2005,"8,34","0,97","3,08",NA,"0,77","R$ 3,88 B","5.214,40%"
77,30/06/2005,"6,51","0,72","2,31",NA,"0,58","R$ 3,02 B","3.679,79%"
78,31/03/2005,"8,13","0,78","2,58",NA,"0,63","R$ 3,07 B","2.543,77%"
79,31/12/2004,"6,94","0,65","2,20",NA,"0,52","R$ 2,51 B","3.099,28%"
80,30/09/2004,"6,57","0,50","1,82",NA,"0,41","R$ 1,71 B","1.487,32%"
81,30/06/2004,"7,26","0,53","1,97",NA,"0,43","R$ 1,78 B","5.668,20%"
82,31/03/2004,"6,21","0,45","1,74",NA,"0,35","R$ 1,47 B","9.447,91%"
83,31/12/2003,"7,38","0,48","1,94",NA,"0,38","R$ 1,58 B","9.745,30%"
84,30/09/2003,"9,29","0,59","2,48",NA,"0,46","R$ 1,85 B","10.538,67%"
85,30/06/2003,"6,17","0,35","1,56",NA,"0,28","R$ 1,13 B","13.697,87%"
86,31/03/2003,"6,27","0,33","1,53",NA,"0,27","R$ 1,09 B","13.144,66%"
87,31/12/2002,"4,97","0,25","1,16",NA,"0,20","R$ 817,23 M","20.223,32%"
88,30/09/2002,"5,60","0,23","1,17",NA,"0,19","R$ 754,39 M","16.904,12%"
89,30/06/2002,"7,43","0,24","1,40",NA,"0,19","R$ 741,12 M","12.423,54%"
90,31/03/2002,"10,46","0,27","1,81",NA,"0,22","R$ 829,84 M","8.468,24%"
91,31/12/2001,"15,99","0,34","2,69",NA,"0,27","R$ 1,02 B","4.720,66%"
92,31/03/2001,"13,39","0,32","1,55",NA,"0,27","R$ 529,54 M","4.823,18%"
93,31/12/2000,"20,36","0,41","1,14",NA,"0,17","R$ 600,17 M","2.884,47%"
94,30/09/2000,"67,80","0,31","1,63",NA,"0,27","R$ 446,71 M","0,00%"
95,30/06/2000,"-1.045,22","0,55","2,92",NA,"0,47","R$ 731,19 M","0,00%"
96,31/03/2000,"22,93","0,34","1,88",NA,"0,30","R$ 491,13 M","0,00%"
