,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
80,30/09/2004,"13,28","0,69","0,61",NA,"0,22","R$ 512,07 M","0,00%"
81,30/06/2004,"14,66","0,70","0,64",NA,"0,22","R$ 512,07 M","0,00%"
82,31/03/2004,"14,32","0,70","0,66",NA,"0,23","R$ 512,07 M","0,00%"
83,31/12/2003,"29,11","0,71","0,71",NA,"0,23","R$ 512,07 M","0,00%"
84,30/09/2003,"-30,40","0,73","0,75",NA,"0,24","R$ 512,07 M","0,00%"
85,30/06/2003,"-17,99","0,73","0,77",NA,"0,24","R$ 512,07 M","0,00%"
86,31/03/2003,"-19,31","0,74","0,82",NA,"0,24","R$ 512,07 M","0,00%"
87,31/12/2002,"-21,93","0,73","0,84",NA,"0,24","R$ 512,07 M","0,00%"
88,30/09/2002,"-17,70","0,71","0,78",NA,"0,24","R$ 512,07 M","0,00%"
89,30/06/2002,"-40,68","0,70","0,79",NA,"0,24","R$ 512,07 M","0,00%"
90,31/03/2002,"-45,48","0,71","0,77",NA,"0,24","R$ 512,07 M","0,00%"
91,31/12/2001,"-69,62","0,70","0,79",NA,"0,24","R$ 512,07 M","0,00%"
92,30/06/2001,"34,66","0,69","1,21",NA,"0,27","R$ 512,07 M","0,00%"
93,31/03/2001,"49,06","0,69","1,54",NA,"0,27","R$ 512,07 M","0,00%"
94,31/12/2000,"47,79","0,69","1,95",NA,"0,28","R$ 512,07 M","0,00%"
95,30/09/2000,"-1.188,09","0,69","2,38",NA,"0,45","R$ 512,07 M","0,00%"
96,30/06/2000,"-637,69","0,69","2,60",NA,"0,46","R$ 512,07 M","0,00%"
97,31/03/2000,"-60,19","0,69","2,86",NA,"0,44","R$ 512,07 M","0,00%"
