,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
57,30/06/2010,"6,60","1,56","3,19","4,83","0,71","R$ 1,02 B","6,18%"
58,31/03/2010,"7,26","1,58","1,84","4,71","0,76","R$ 981,75 M","3,81%"
59,31/12/2009,"7,17","1,59","1,80","4,62","0,78","R$ 956,17 M","6,48%"
60,30/09/2009,"8,01","1,77","1,98","2,28","0,89","R$ 1,07 B","4,63%"
61,30/06/2009,"12,08","1,62","2,05","1,81","0,77","R$ 898,45 M","3,45%"
62,31/03/2009,"20,41","1,67","5,57","3,39","0,78","R$ 901,43 M","3,44%"
63,31/12/2008,"17,99","1,16","4,06","2,26","0,53","R$ 607,50 M","2,62%"
64,30/09/2008,"11,83","1,25","3,27",NA,"0,57","R$ 636,00 M","2,55%"
65,30/06/2008,"15,14","1,52","4,25",NA,"0,69","R$ 775,01 M","2,12%"
66,31/03/2008,"14,41","1,60","5,06",NA,"0,76","R$ 873,43 M","1,89%"
67,31/12/2007,"13,49","1,69","5,55",NA,"0,82","R$ 922,02 M","0,00%"
68,30/09/2007,"463,86","2,02","11,42",NA,"0,99","R$ 1,06 B","0,00%"
69,30/06/2007,"2.975,21","2,32","14,01",NA,"1,30","R$ 1,20 B","0,00%"
70,31/03/2007,"-149,74","2,12","13,41",NA,"1,17","R$ 1,07 B","3,76%"
71,31/12/2006,"-69,41","2,35","14,89",NA,"1,26","R$ 1,12 B","3,54%"
72,30/09/2006,"12,31","3,41","7,89",NA,"1,57","R$ 570,72 M","4,96%"
73,30/06/2006,"10,33","2,65","6,20",NA,"1,17","R$ 433,58 M","6.541,65%"
74,31/03/2006,"-34,25","1,41","13,47",NA,"0,99","R$ 876,90 M","0,00%"
75,31/12/2005,"-38,89","1,06","10,72",NA,"0,75","R$ 657,24 M","0,00%"
76,30/09/2005,"-6,48","0,77","8,05",NA,"0,57","R$ 451,60 M","0,00%"
77,30/06/2005,"-3,39","0,71","8,01",NA,"0,52","R$ 416,09 M","0,00%"
78,31/03/2005,"-44,42","0,62","7,05",NA,"0,47","R$ 403,37 M","0,00%"
79,31/12/2004,"-57,70","0,76","8,79",NA,"0,57","R$ 488,87 M","1.240,57%"
80,30/09/2004,"19,73","0,66","7,68",NA,"0,54","R$ 438,45 M","1.383,23%"
81,30/06/2004,"4,32","0,55","6,83",NA,"0,45","R$ 394,60 M","1.536,92%"
82,31/03/2004,"-23,75","0,61","7,99",NA,"0,48","R$ 403,81 M","1.501,88%"
83,31/12/2003,"-8,08","0,62","8,33",NA,"0,49","R$ 403,37 M","4.403,26%"
84,30/09/2003,"-5,05","0,71","10,07",NA,"0,59","R$ 460,37 M","3.858,10%"
85,30/06/2003,"9,89","0,70","8,31",NA,"0,56","R$ 438,45 M","4.051,00%"
86,31/03/2003,"2,34","0,65","8,73",NA,"0,52","R$ 449,41 M","3.952,20%"
87,31/12/2002,"1,84","0,56","7,61",NA,"0,45","R$ 396,64 M","795,56%"
88,30/09/2002,"2,13","0,57","8,82",NA,"0,48","R$ 432,02 M","753,68%"
89,30/06/2002,"2,58","0,51","8,13",NA,"0,42","R$ 312,77 M","1.093,13%"
90,31/03/2002,"5,10","0,62","9,58",NA,"0,50","R$ 331,66 M","1.094,80%"
91,31/12/2001,"3,23","0,59","11,14",NA,"0,53","R$ 340,22 M","3.978,56%"
92,31/03/2001,"3,37","0,61","12,43",NA,"0,54","R$ 328,54 M","4.557,26%"
93,31/12/2000,"5,01","0,52","9,99",NA,"0,46","R$ 256,86 M","835,90%"
94,30/09/2000,"29,89","0,48","9,38",NA,"0,44","R$ 232,96 M","921,64%"
95,30/06/2000,"9,28","0,58","11,88",NA,"0,56","R$ 284,10 M","800,53%"
96,31/03/2000,"12,17","0,59","10,47",NA,"0,58","R$ 285,82 M","835,90%"
